name,milk,crust,origin,senses,pairings,similarities
Brillat-Savarin AOP,Vache,Molle à croûte fleurie,Provenance : Bourgogne - Franche-ComtéLabel : Indication Géographique Protégée (IGP)% Matière Grasse/Poids Total : 33 %Lait : Lait cru de vache,"['Oeil : Croûte recouverte d’un fin duvet blanc où de petites pointes orange apparaissent quand il est bien affiné', 'Nez :  Légèrement lactique', 'Gout :   Saveur douce à forte selon l’affinage, arôme lactique', 'Toucher : Pâte ferme et onctueuse']","[<p>Il est courant d’accompagner le Brillat Savarin avec du vin rouge sec. Par exemple, un Pommard, un Saint-Nicolas-de-Bourgueil rouge, un Saumur rouge ou encore un Saint-Emilion.</p>, <p>On peut également consommer ce fromage avec du cidre fermier. Notez cependant que la plus belle résonance du Brillat Savarin se fait avec du champagne.</p>, <p>Attention, le Brillat Savarin se mange très frais, soit 5 jours après l’affinage. Patienter 2 à 3 semaines est idéal si l’on souhaite intensifier le goût. Au-delà de ce laps de temps, l’expérience est moins agréable.</p>]","['Saint Marcellin fermier IGP', 'Reblochon Fermier AOP entier', 'Abondance AOP', 'Camembert de Normandie AOP']"
Brillat-Savarin Truffoné,Vache,Molle à croûte fleurie,"Provenance : Bourgogne - Franche-Comté, NormandieLabel : Indication Géographique Protégée (IGP)% Matière Grasse/Poids Total : 40 %Lait : Lait cru de vache","['Oeil : Croûte recouverte d’un fin duvet blanc', 'Nez :  Légèrement lactique', 'Gout :   Croûte légèrement lactique sur un fond de bois et de noisettes avec un goût crémeux relevé par la truffe', 'Toucher : Pâte onctueuse']","[<p><span style=""line-height: 1.5; color: #000000;"">Il s’accompagne de vins rouges de Côtes du Rhône ou Chateauneuf-du-Pape blancs.</span></p>]","['Saint Marcellin fermier IGP', 'Beaufort chalet alpage AOP', 'Neufchâtel AOP', 'Brie de Meaux fermier AOP']"
Brin d’Amour,Brebis,Molle à croûte naturelle,Producteur : Les Provinces du fromageProvenance : Corse% Matière Grasse/Poids Total : 27 %Lait : Lait pasteurisé de Brebis,"['Oeil: Croûte naturelle qui est recouverte d’herbes vertes et violettes', 'Nez : très parfumé de ses herbes aromatiques', 'Gout : Saveur intense quasi envoutante', 'Toucher : tendre et ferme à la fois']","[<p style=""text-align: justify;"">La fleur du maquis de Corse se déguste accompagner d’un côtes du Roussillon Villages Blanc.</p>]","['Calisson cendré de chèvre', 'Rocamadour AOP Fermier', 'Tomme de Brebis des Pyrénées', 'Crottin de Chavignol AOP']"
Brique de Brebis,Brebis,Molle à croûte naturelle,Provenance : OccitanieProducteur : Fromagerie Fromabon% Matière Grasse/Poids Total : 28 %Lait : Lait cru de brebis,"['Oeil : Pâte molle à croûte naturelle.', 'Gout : Onctueux et naturel. Goût de crème.']","[<p>Pour accompagner la brique de brebis lors de la dégustation, vous pouvez choisir un vin blanc sec comme un vin labellisé IGP Côtes du Tarn : Les Granitiers, Agenais blanc, etc.</p>, <p>Un vin blanc du vignoble de Bordeaux tel qu’un Gaillac blanc ou un Jurançon s’accordera aussi très bien avec le fromage. Dans tous les cas, pensez à sortir la brique de brebis une heure avant de la consommer afin de profiter pleinement de sa saveur.</p>]","['Saint-Félicien fermier', 'Valençay AOP fermier', 'Mothais sur feuille fermier', 'Bouton de Culotte fermier']"
Briquette,Vache,Molle à croûte fleurie,Provenance : Nouvelle AquitaineProducteur : Monique VALENTI% Matière Grasse/Poids Total : 21 %Lait : Lait cru de chèvre,"['Oeil : croûte naturelle de couleur blanche ou ivoire', 'Nez : Noisette', 'Goût : Caprin léger', 'Toucher : Crémeux']",[<p>La Briquette se déguste avec un verre de vin blanc de Bergerac.</p>],"['Calisson cendré de chèvre', 'Valençay AOP fermier', 'Bouton de Culotte fermier', 'Pouligny-Saint-Pierre AOP fermier']"
Briquette aux épices,Chèvre,Molle à croûte naturelle,Provenance : OccitanieProducteur : Ferme de GuillounetLait : Lait cru de chèvre,"['Œil : une pâte molle avec un cœur fondant.', 'Goût : doux et fruité, relevé par des notes d’épices.', 'Toucher : Texture onctueuse']","[<p>La briquette aux épices étant un fromage de chèvre, elle se marie très bien avec du vin blanc. De préférence, choisissez un vin du même terroir. L’Occitanie est une région viticole regroupant la plus grande densité mondiale d’appellations classées en AOP et IGP. Entre les vins du Languedoc, les vins du Roussillon et les vins du Sud-Ouest, vous trouverez forcément le mariage parfait.</p>, <p>Suggestion : vin blanc du domaine de Bordenave, vin blanc des vignobles David, etc.</p>]",['Mothais sur feuille fermier']
Briquette de brebis,Brebis,Molle à croûte naturelle,Provenance : Centre-Val de LoireProducteur : Annie Askamp - Le Brebis du Berry% Matière Grasse/Poids Total : MGNPLait : Lait cru de brebis,"['Oeil : Croûte blanche', 'Nez : Noisette', 'Gout : Doux avec une saveur légèrement acidulée', 'Toucher : Ferme et tendre à la fois']",[<p>La briquette de Brebis s’accompagne très bien d’un Vin blanc sec comme un Côtes de Duras (Sud Ouest).</p>],"['Mothais sur feuille fermier', 'Valençay AOP fermier', 'Saint Marcellin fermier IGP', 'Bouton de Culotte fermier']"
Briquette de Cocumont,Chèvre,Molle à croûte naturelle,Producteur : Jean-François BANDET% Matière Grasse/Poids Total : 26 %Lait : Lait cru de chèvre,"['Oeil : Croûte blanche, coupe lisse', 'Nez : Noisette', 'Gout : Doux avec une saveur légèrement acidulée et prononcée sur une structure crailleuse', 'Toucher : Pâte semi-ferme']","[<p style=""text-align: justify;"">La Briquette Fermière de Cocumont s’accompagne d’un vin blanc tel qu’un St-Chinian ou un Jurançon sec.</p>]","['Crottin de Chavignol AOP', 'Calisson cendré de chèvre', 'Valençay AOP fermier', 'Buchette de Chèvre cendrée']"
Briquette du Cantal,Chèvre,Molle à croûte naturelle,Provenance : Auvergne_Rhône-AlpesProducteur : Elisabeth et Patrick MAURY% Matière Grasse/Poids Total : 21 %Lait : Lait cru de chèvreLabel : Fermier d'Or,"['Oeil : Croûte blanche', 'Nez : Noisette', 'Gout : Caprin léger', 'Toucher : la texture varie selon la saison et le degré d’affinage : moelleuse ou ferme']","[<p>La Briquette du Cantal peut se déguster fraiche, ou affinée de quelques semaines, si vous préférez les fromages de chèvre plus secs et plus goûtus. Elle se déguste avec un St Pourçain blanc ou rosé.</p>]","['St-Nectaire Fermier AOP', 'Tome des Bauges AOP', 'Saint-Félicien fermier', 'Chabichou du Poitou AOP']"
Briquette du Nord – Domino,Chèvre,Molle à croûte naturelle,Provenance : Hauts-de-FranceProducteur : Chèvrerie de l'Ecaillon% Matière Grasse/Poids Total : 22 %Lait : Lait cru de chèvre,"['Oeil : Aspect particulier avec une moitié cendrée et une moitié blanche', 'Nez : Odeur légère de noisette', 'Goût : fort goût caprin', 'Toucher : Très crémeux']",[<p>La Briquette Domino se déguste avec un verre de vin blanc à caractère tel qu’un Viognier.</p>],"['Maroilles fermier AOP 1/2', 'Chabichou du Poitou AOP', 'Mimolette', 'Crottin de Chavignol AOP']"
Brousse de Brebis,Brebis,Pâte filée,Provenance : OccitanieLait : Lait pasteurisé de Brebis% Matière Grasse/Poids Total : 12 %Particularité : Agriculture Biologique,"['Œil : Couleur blanche ivoire', 'Nez : frais', 'Gout : Fromage frais par excellence : très fin en goût et pauvre en matières grasses. Goût très doux .', 'Toucher : texture souple et légèrement granuleuse.']","[<p>A Accompagner d’un blanc sec, tel qu’un Jurançon.</p>]","['Tomme de Brebis des Pyrénées', 'Rocamadour AOP Fermier', 'Calisson cendré de chèvre', 'Bethmale']"
Buchette blanche ou cendrée,Chèvre,Molle à croûte naturelle,Provenance : OccitanieProducteur : Fromagerie Le Pic% Matière Grasse/Poids Total : 24 %Lait : Lait cru de chèvre,"['Oeil : Croûte cendré, coupe lisse', 'Nez : Odeur caprine', 'Gout : Pâte lactique dense, fondante en bouche et puissante, légèrement caprine', 'Toucher : Texture ferme']","[<p>La buchette (blanche ou cendrée) de la fromagerie Le Pic s’accompagne d’un Vin blanc sec, type Rivesaltes ambré, un vin blanc sec de la Vallée de la Loire ou d’un vin rouge léger et fruité.</p>]","['Bouton de Culotte fermier', 'Calisson cendré de chèvre', 'Bethmale', 'Buchette de Chèvre cendrée']"
Buchette de Chèvre cendrée,Chèvre,Molle à croûte naturelle,Provenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 20 %Lait : Lait cru de chèvre,"['Oeil : Pâte lisse et blanche.', 'Nez : Arômes lactés.', 'Gout : Goût léger, fondant en bouche. Saveur légèrement noisetée.', 'Toucher : Pâte molle à croute naturelle.']","[<p>Pour bien déguster et profiter des saveurs de votre Buchette de Chèvre, il va sans dire que vous devez vous procurer le vin idéal pour l’accompagner. Ce fromage fait part d’un goût léger ainsi que d’une saveur noisettée. Dès lors, pour relever ses arômes lactés, un vin blanc sec s’avère le meilleur accord. Vous pouvez ainsi opter pour le Bandol blanc, un vin au goût fruité qui se marie parfaitement avec la Buchette. Par ailleurs, vous pouvez également opter pour un Rielsling qui est particulièrement apprécié pour sa grande finesse et ses subtils arômes fruités.</p>]","['Selles-sur-cher AOP fermier', 'Chabichou du Poitou AOP', 'Valençay AOP fermier', 'Calisson cendré de chèvre']"
Buronnier de l’Aubrac,Vache,Pressée non cuite,Provenance : Occitanie% Matière Grasse/Poids Total : 32 %Lait : Lait cru de vache,"['Oeil : croûte grise, pâte jaune. Forme de tommette à pâte bien aérée', 'Nez : Parfum intense', 'Goût : franc, beurré et lacté', 'Toucher : pâte souple et onctueuse']",[<p>Le Buronnier de l’Aubrac s’accompagne d’un vin blanc du Sud-Ouest tel qu’un Jurançon sec ou un Pacherenc du Vic-Bilh sec.</p>],"['Tête de Moine entière', 'Saint-Félicien fermier', 'Mimolette', 'Gouda au Cumin Fermier']"
Buronoix,Vache,Pressée non cuite,Lait : Lait pasteurisé de Vache% Matière Grasse/Poids Total : 22 %Provenance : Auvergne_Rhône-Alpes,"['Œil : croûte fleurie', 'Nez : légère odeur de champignon', 'Gout : Saveur de noisette', 'Toucher : Pâte souple']",[<p>Le Buronoix s’accompagne d’un vin rouge léger et fruité.</p>],"['Raclette Fumée', 'Tête de Moine entière', 'Tomme de Yenne', 'Salers AOP']"
Cabécou,Chèvre,Molle à croûte naturelle,Provenance : Occitanie% Matière Grasse/Poids Total : 21 %Lait : Lait cru de chèvre,"['Oeil : Croûte jaune pâle, uniforme et fine', 'Nez : odeur caprine', 'Gout : plutôt doux', 'Toucher : pâte onctueuse et ferme à la fois']",[<p>Le cabécou s’accompagne d’un vin blanc tel qu’un Bergerac.</p>],"['Bethmale', 'Bouton de Culotte fermier', 'Bleu de Chèvre', 'Selles-sur-cher AOP fermier']"
Cabréra,Chèvre,Pressée non cuite,Provenance : Nouvelle AquitaineLait : Lait pasteurisé de Chèvre% Matière Grasse/Poids Total : 31 %,"['Oeil : Couleur jaune pâle', 'Nez : Arôme fruité', 'Goût : goût caprin', 'Toucher : pâte souple']","[<p>Cette tomme de chèvre s’accompagne merveilleusement bien avec un vin blanc du Languedoc-Roussillon, fruité et sec.</p>]","['Bleu de Chèvre', 'Crottin de Chavignol AOP', 'Bouton de Culotte fermier', 'Raclette Fumée']"
Cabri au sel de Guérande et aux aromates,Chèvre,Molle à croûte naturelle,Provenance : Nouvelle AquitaineProducteur : Fromagerie Le CôteauLait : Lait cru de chèvre,"['Œil : croûte fine', 'Nez : caprin', 'Goût : Délicate saveur caprine autour du thym, de la sarrette, du romarin, de marjolaine, de sauge, de basilic…', 'Toucher : Pâte souple, tendre et homogène']","[<p>Le Cabri s’accompagne bien sûr d’un vin blanc sec, tel qu’un Arbois. Ou si vous préférez le vin rouge, un Anjou.</p>]","['Pouligny-Saint-Pierre AOP fermier', 'Buchette de Chèvre cendrée', 'Calisson cendré de chèvre', 'Sainte-Maure de Touraine AOP']"
Cabri Sel Fou,Chèvre,Molle à croûte naturelle,Provenance : Nouvelle AquitaineProducteur : Fromagerie Le Côteau% Matière Grasse/Poids Total : 25 %Lait : Lait cru de chèvre,"['Oeil : croûte finement salée au sel Fou', 'Nez : caprin', 'Goût : Goût épicé et fromage puissant avec l’affinage', 'Toucher : Pâte souple, tendre et homogène']","[<p>Le Pitchou s’accompagne d’un vin blanc sec, tel qu’un Valençay blanc, ou un vin rouge léger. </p>]","['Bouton de Culotte fermier', 'Saint-Félicien fermier', 'Tomme de Brebis des Pyrénées', 'Rocamadour AOP Fermier']"
Cabrissoux,Chèvre,Molle à croûte naturelle,Provenance : Nouvelle AquitaineLait : Lait cru de chèvre,"['Oeil : Croûte finement salée', 'Nez : Odeur de noisette', 'Gout : Goût caprin prononcé, en fonction de son degré d’affinement.', 'Toucher : pâte souple et tendre']",[<p>Le cabrissoux s’accompagne d’un vin blanc tel qu’un Sauvignon de Touraine ou un Entre-Deux-Mers.</p>],"['Valençay AOP fermier', 'Pouligny-Saint-Pierre AOP fermier', 'Bleu de Chèvre', 'Sainte-Maure de Touraine AOP']"
Calisson cendré,Chèvre,Molle à croûte naturelle,Provenance : OccitanieLait : Lait cru de chèvre,"['Oeil : Pâte crémeuse légèrement acide avec un cœur blanc et crayeux.', 'Gout : Légères saveurs d’herbes aromatiques.', 'Toucher : Pâte molle à croûte naturelle.']","[<p>Avec son goût légèrement acide, bien choisir le vin qui accompagne le Calisson cendré peut être délicat. Dans ce cas, le <span data-sheets-userformat='{""2"":14845,""3"":{""1"":0,""3"":1},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""14"":{""1"":2,""2"":0},""15"":""Calibri"",""16"":12}' data-sheets-value='{""1"":2,""2"":""Sancerre blanc sec""}'>Sancerre blanc sec reste le meilleur choix. L’arôme qui tend légèrement vers les fines herbes de ce fromage se mariera parfaitement avec les caractéristiques de ce vin tranquille.</span></p>]","['Selles-sur-cher AOP fermier', 'Sainte-Maure de Touraine AOP', 'Bouton de Culotte fermier', 'Valençay AOP fermier']"
Camembert de Normandie AOP,Vache,Molle à croûte fleurie,Provenance : NormandieLait : Lait cru de vacheLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 20 %,"['Oeil :  Forme régulière, surface striée, croûte duvetée de blanc, parfois pigmentée de rouge ; Pâte blanche à jaune clair', 'Nez :  Parfum de terroir avec du bouquet, terre humide', 'Goût : Saveur fruitée prononcée', 'Toucher : Pâte souple sans mollesse, non coulante']","[<p>Le Camembert de Normandie se déguste surtout en fin de repas, mais il s’apprécie aussi en croquettes, en canapés, rôti ou au barbecue. Le pain brié est un accompagnement idéal pour révéler toute la saveur du camembert, lui aussi provenant de la région normande. Sinon, le pain d’épices se mariera parfaitement avec le fromage, même en guise d’apéritifs.</p>, <p>De nombreux vins rouges peuvent l’accompagner comme la Vallée de la Loire, le Bordelais, la Vallée du Rhône, le Beaujolais, les Côtes-du-Rhône ou la Touraine. Mais pourquoi ne pas le marier avec un bon cidre de la région, comme le cidre AOC du Pays d’Auge ? La saveur de la pomme saura se contraster avec le petit goût amer du camembert, ce qui apportera un équilibre du gras.</p>]","['Pont l’Evêque AOP entier', 'Brie de Meaux fermier AOP', 'Coulommiers entier fermier', 'Neufchâtel AOP']"
Cancoillotte à l’ail,Vache,fondue,Provenance : Bourgogne - Franche-ComtéLait : Lait cru de vacheProducteur : Affineur Rivoire-Jacquemin% Matière Grasse/Poids Total : 12 %,"['Goût : caractéristique du beurre, avec un arrière-goût en bouche de lait fermenté et d’ail. A chaud, elle devient plus “fruitée”', 'Toucher : Crémeux et onctueux']","[<p>La Cancoillotte à l’ail se marie bien avec du vin blanc sec comme le vin de Savoie Apremont. Elle s’accorde également avec L’Étoile Blanc, un Seyssel ou un Arbois blanc. Si vous avez une préférence pour le vin rouge, vous pouvez accorder ce fromage avec un Arbois, un Bugey Manicle rouge, un Chiroubles rouge ou un Côtes-du-Jura rouge.</p>]","['Camembert de Normandie AOP', 'Bethmale', 'Reblochon Fermier AOP entier', 'Tomme Ail des Ours']"
Cantal AOP,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesParticularité : Au lait cru Grand HerbageLabel : Appellation d'Origine Protégée AOPLait : Lait cru de vache% Matière Grasse/Poids Total : 25 %,"['Œil : croûte gris clair pour le Cantal jeune, et boutonnée d’or pour le Cantal entre deux ; dans les deux cas, la pâte est fine et de couleur ivoire.', 'Nez : odeur légèrement lactique.', 'Goût : Fine saveur de noisette', 'Toucher : consistance souple et ferme.']","[<p>Pour mieux savourer le Cantal, accompagnez-le avec du vin rouge comme le :</p>, <p>Les amateurs de bière blonde et brune pourront aussi déguster leur boisson préférée avec ce fromage.</p>, <p>Et enfin, si vous préférez le champagne, sachez que le Cantal peut s’accompagner d’un champagne rosé, brut ou bien demi-sec.</p>]","['Tomme de Yenne', 'Tomme de Tarentaise fermière', 'Tome des Bauges AOP', 'Tomme d’Auvergne Mitée']"
Carré blanc,Chèvre,Molle à croûte fleurie,Provenance : Centre-Val de LoireProducteur : Fromagerie Thibaut Gourinel - Le Cabrett du Viornay% Matière Grasse/Poids Total : 29 %Lait : Lait cru de chèvre,"['Oeil : Croûte naturelle blanche', 'Nez : Noisette', 'Gout : Saveur légèrement noisetée avec une pointe de sel', 'Toucher : Texture moelleuse']",[<p>Le Carré Blanc s’accompagne d’un Sancerre Blanc ou un Touraine Rouge.</p>],"['Sainte-Maure de Touraine AOP', 'Mothais sur feuille fermier', 'Valençay AOP fermier', 'Saint Marcellin fermier IGP']"
